PID,Sale_Price
910251050,68209.7
903454090,130448.3
528253010,222419.3
527183060,208567.4
907135180,131066.8
906380110,239807.6
907192020,190538.8
902402150,92566.4
909276170,184571.4
906412010,400968.8
905452140,141376.4
531376030,187188.2
534277070,120248.2
910202060,110112.9
906226080,145152.8
903231090,127509
527359010,182089.8
923228370,87744
906402060,253420.2
903426010,122590.5
905200350,146004.4
535353130,120508.2
907285040,267383.4
923252080,122769.7
909250160,88970.1
907135230,151334.1
907131120,201840.3
532476050,267165.5
905104110,141534.3
528104080,447534.1
528181070,218128.4
907285020,227920
534129370,153958.3
907401080,208448
528348030,279095.8
905475500,79792
903453080,192881.1
903232090,147269.4
531363080,137138.9
528174030,201449.1
534129380,140596.2
528431020,258549.1
532376040,126855
903201020,130783.8
905105170,124128.6
533210010,167069.6
902201130,117785.3
532378220,127355.9
902405120,110121.8
907414060,188339.9
528222020,176431.3
923203190,174752.3
903233080,150492.6
531450120,196327.8
907181090,202084.3
528166150,343456.5
905480160,93495.6
534475170,162570.3
914478045,156556.3
531371070,193029.4
527165170,174486.4
905202230,202679.1
909425180,221518.4
528315110,343546.9
907192130,222397.1
526355190,273719
909176080,147579.2
535353180,235146.5
535300040,128079.9
905200160,104983
528458060,214430
907254050,205758.6
527163040,178127.1
531452260,173754.8
528222040,191383.9
923225360,95514.1
535457040,135260.3
904100170,125873.2
528218060,166167.1
908188150,134303.4
534252110,124540.9
909281030,133807
527354050,179092.3
909275020,146191.9
907414070,184338.8
924151040,270710.8
903452025,102511.8
528280130,188901.9
528181030,191782.6
533221030,183393.2
533208070,162309.8
902207120,91519.6
533205110,210897.5
533212110,151656.3
923276250,169951
527183030,197073.8
906402200,357365.5
527106140,190312.1
535383070,109307.1
528174040,195414.7
903481130,86487.3
528106010,324936.9
533223100,143600.6
528188090,162789.7
526353030,253148
911103060,125028.5
533251120,162175.2
533254100,183676.4
909426090,145827.5
904352190,114254.7
910226040,154532.9
908130020,128552
528458130,320802
907251100,244711
528429050,231950.3
531450030,192888.1
535152070,144551
535402010,180958.6
533212020,156144.6
528102100,272518
532376070,137390.9
902305090,89940.7
909425085,247094.8
534177180,245488.9
526351100,164821.3
528150090,375103.1
528348010,239680.3
903430060,127381.2
534402060,144321.7
533206060,184465.8
907285010,238197.5
907265100,207701.3
535327230,107514.9
535103050,217761.3
528488140,216141.3
905352180,241407.9
528178070,382548.8
531479020,65372.8
907201280,136750.2
902103090,121968.3
527180040,199933.1
902128075,105398
907290240,141645.9
528235190,185222.2
527455100,143513.9
533130020,235472.7
903476090,125946
533212010,151055.4
528292030,279548.9
535353240,156548.3
535475010,150001.2
908127120,115578.3
923226320,83567.4
909452050,240774
905427030,275116
923225510,125431.2
902302150,131419.4
528222010,268292.8
902106040,172223.1
903236040,110890.7
527455240,119496.8
905227050,138402.2
906380180,188732.4
923228390,78854.4
527365010,263586.7
535376060,147678.6
528429080,278581.5
905107300,158630.3
909475020,219484.9
527403310,144054.2
528228340,186629.4
903231060,36633.6
534202160,146321.1
907192150,186200.4
527163080,158515.1
528228430,196980.5
914467050,214456
909175080,41661.7
902206040,127365.4
916477060,280295.3
911204100,81726.4
528480150,197086.8
909254090,160948.1
905228050,28587.6
907425010,144296.5
906201021,162427.6
902207110,81748.7
911370520,275116
534427140,147523.7
528431030,196754.4
904302030,152445.2
923201020,143153.5
905103110,126649.5
907285050,192317.2
905475150,129722.9
528427070,240326.6
534178010,134645
908154195,274855.1
909281130,283564.8
534175010,139021.3
528174050,195180.1
910200040,116345
905477010,101143.4
535154050,124877.2
923275140,121516.8
905475160,123588.7
528382020,301323.9
533213140,174134.3
906392090,263685.8
906340090,382093
527453070,141338
903236010,123525.6
534431020,140857
534250410,194278.3
916253320,258043.2
923203100,178600.5
528221010,179702.5
527110020,165459
527454130,146366.4
902206270,140508.4
535454050,92809.4
527107130,182906.2
532376180,121708
913350030,194762.3
534276290,105813.6
532354070,134882.3
535154130,150916.3
909427200,164138.8
534252060,140392.3
527451550,117771.7
923275200,134886.4
906225210,161214
527161010,179162.6
907405030,220795.2
535327140,98957.6
916475100,315960.7
905402070,110274.6
527302175,159863.8
903202170,144955.9
906426090,159394.8
910202100,119961.5
909451180,122799.2
905100060,134623.5
527355280,202202.1
909275110,179861.5
527302020,181488.7
534250400,184112.4
903235020,92035
528222030,185751.7
528477050,336440.1
533208020,217226.6
531452180,190045.1
909428180,197106.4
907262020,200195.2
535300120,166508
907275090,222791.9
903458110,105367.2
532376160,137544.4
528363050,325767.2
528458040,239497.7
527208010,369877.3
907185050,202752.8
527356050,139808.1
923203110,168288
905105040,110589.1
534475185,156022.1
907194160,205942.9
909254140,88249.5
902401130,144865
905108120,143900
908275300,130807.6
533221100,181535.3
533236060,196230.8
532377140,123932.4
527164060,161710.1
902301130,107571.1
528315090,347497.7
923225050,132847.5
902128020,92905.9
528280230,223883.1
527358200,141855.9
907187080,197320.6
905427010,208438.1
905325020,286134.6
909254070,175145.8
905351045,154248.3
902205090,116867.1
535150280,131241.8
533253160,192519.5
532377130,131259.2
535478070,129684.1
905451050,154347
902102100,110470.4
905201090,154120.3
907252020,243472.3
902325160,102975.8
907125040,155343.5
527450030,103612.4
528228360,208883.3
528222050,164769
526350040,122350.8
535105030,133478.8
535402330,182352.2
906392100,243397.8
909455060,151222.9
528186050,283490.1
531451280,208491.2
531363010,184682.3
528228325,186565.8
535303050,140135.3
923203140,162889
528480160,204853.8
528235120,184850.6
923400125,129387.4
907202080,132577.9
906226120,138925.6
907410100,189588.6
533125080,283917.1
527455050,147821.7
535301080,114934.2
905403050,111453.6
528480170,255890.6
535378080,137288.4
528439050,222872.7
917425190,210917.4
905401020,249711.5
905300080,142643.1
923276030,141183.9
535354100,135582.8
528240150,189946.9
916384100,245388.7
903225140,127158.3
527359050,130541.4
535177100,144852.5
905402060,133971.8
528290170,196268.8
534403290,200921.7
528458030,230857.1
906226110,117273.3
535453040,131929.4
903475020,122146.3
528120010,289442.9
907130110,183140.4
905107380,130475.2
528390210,228526
527402060,152024.5
905226110,135129.9
903231130,103526.1
535178100,141757
907125090,158189.4
911226030,71784.9
902477130,41727.3
909282020,243115
907280170,211803.7
527166040,167408.2
528458140,254344.6
528120060,381941.8
902301120,137487.6
909254150,124629.3
923230190,123176.4
527163070,179899.4
533206050,188719.8
916403250,228283.7
534428100,146215
528275060,176796.9
527425025,126369.7
908103350,132593.6
923400150,127471.3
902404010,134777.7
533206070,215285.3
528180110,332733.9
534402140,149716.7
905452050,83501.1
535151160,140287.7
909280030,241167.2
535426130,174336.2
909475050,194676.8
534452060,124602.8
902106070,122157.5
907290260,253692.3
534177230,213986.3
909101180,126784
534201250,170693.9
535325400,100035.9
902128100,106155.5
534127270,163588.3
535325280,136548.3
528480060,330726
527210030,443421.7
906201030,179456.4
905427070,215766.9
535153150,159046.8
907227090,117629.7
528106020,504755.9
527455250,125313.2
907125120,143220.5
528441090,385763.9
535454160,135125.4
528275110,229403.8
911175360,97186.8
903425190,184317
535451250,134409.9
535403200,116142.8
923277040,145781.9
527425090,98041.4
527451330,104601.1
909275040,139154.5
904300150,72221
528482090,306471.8
902401060,97115
527302185,240608
909475070,228132.3
527405160,108745.9
903232100,140849
534451020,64232.8
910206110,104906.3
902105050,122868.2
903426200,148715.3
528228435,191796.7
528120130,365653.9
533254050,208863.5
908103260,123037.5
905200290,151728.9
532478020,290445.8
907405140,205378.3
906394060,190970.3
902207140,98082.2
533205060,246254.2
535382150,68913.7
909176180,138994
531367050,219860.1
905476225,136414.4
535301170,151534.5
535452060,134030.2
924100070,155747
905478190,109518.8
903230100,101809.1
528178090,376541.4
906392110,241574.6
531382070,233387.7
531375110,157604
916382010,219607.4
909101080,85659.4
906223180,210957.5
534200030,119364.9
910203090,113040.7
528292020,217519.9
534451080,73012.6
528488100,190251.3
904101040,134297
527216010,434315.4
527451410,94416.8
905104080,114075.2
531363030,171322.3
528294060,180050.4
534204120,148724.7
902106010,145055.2
902128150,145809.3
534402170,180800.3
528186110,281714.6
535402180,116050.7
907251090,263997.8
903232030,87356
909175050,184824.1
904351280,127125.5
908127100,128442.4
531382090,185810.1
908102020,110547.4
903231080,110908
910207110,98335.8
535383100,98747.8
916382120,314171.4
535454060,92502.4
533217050,154037.9
902406020,113029.6
533251130,194312.4
532353050,137717.7
906204180,215590.2
527452070,137948.1
907252190,257779.5
909251040,144819.2
535327200,133195
906230030,266847.2
908188120,134297.2
535379100,132373.6
903430050,76841.4
923252100,134727.9
903233030,121474
528144030,290134.3
907192040,222919.2
907202010,153051.1
916386180,218107
535403280,147134.3
526353050,227171.6
527210050,339550
903429080,167018.7
528150070,468052.8
527358120,161955.1
916455150,305733.9
916403010,180416.2
907253110,240268.9
527401160,125924.5
907203090,121091.5
906204280,254304.9
528360050,554424.6
914460110,204431.5
534127130,155877.3
