"PID","Sale_Price"
526301100,198805.5
526350040,121674.9
526351010,163092.4
526353030,239620
527105010,187804
527105030,191220.8
527127150,195243.5
527145080,186344.2
527146030,243528.4
527162130,191061.1
527163010,183698.2
527165230,177231.8
527166040,178152.3
527180040,177524.1
527182190,208514.8
527216070,473598.8
527225035,177534.5
527258010,350797.1
527276150,112872.6
527302110,213897.3
527358140,195345.6
527358200,168390.3
527368020,210074.8
527402200,148051.8
527402250,150424.6
527403020,137813.5
527404120,125302.6
527425090,110669.4
527427230,191127.7
527451180,98767.4
527451330,106937.4
527451410,103767.8
527452190,132488.2
527453130,149775.4
527453150,118143.8
527454200,146910.2
528108120,366330.3
528112020,304358
528120060,354944.8
528120090,243886.2
528120100,233368.4
528120120,291366.1
528138020,280337.4
528138060,216414.1
528150070,545737.4
528175010,218871.4
528176010,493191.3
528176070,314899.6
528180070,301229.3
528181050,205534.8
528188120,171023.6
528218150,185694.8
528228285,162262.9
528228440,189398.1
528231020,181148.3
528240070,217115.2
528240130,192391.9
528250100,176691.1
528292020,220250.7
528328100,323591.2
528344070,333090.9
528358010,252348.4
528363130,312186.2
528382020,275185.8
528382030,214528.3
528386040,391964.7
528445060,230965.3
528456160,204585.2
528458070,190880.7
528458110,242426.5
528477080,250510.8
528480090,254095
531367050,223421.6
531369060,184015.9
531380080,234258.7
531451110,132029.5
531451280,218937.9
531452020,125151.6
531452050,119943.8
531452180,195070.1
531453010,153075.8
531453040,167497.4
531477050,79109.1
532351140,132972.3
532354090,147171.9
532376160,128574.8
532377060,120964.5
532377100,131324.1
532378110,131167.7
532479070,175730.6
533130020,202398
533130130,336067.6
533130160,286263.1
533205060,253948.2
533208090,188897.1
533210060,155457
533212010,152163.4
533212020,152554.9
533212060,154572
533213030,235820.4
533221090,175040.9
533221110,176960.6
533223020,159523.6
533223100,151837.4
533238045,274096.9
533244030,231243.4
533253060,148704.7
533253210,194067.7
533352170,148172.8
534102025,229490.1
534129040,195405.8
534151175,255640.8
534152050,203736.4
534152070,188433.1
534152100,184907.1
534176060,164999.2
534176230,165484
534202160,144598.7
534251320,161000.7
534276360,124633.3
534401110,154628.9
534401140,172818.8
534403360,146037.9
534403410,170872.7
534425310,145591.2
534427010,147640.5
534430080,139816.1
534431050,201296.8
534431070,166491.4
534450180,112631.3
534451150,92743.3
534475100,128595.4
534476260,154193
534479320,137072.5
535101020,165073.6
535106190,154822.5
535125010,226937.3
535126040,207067.2
535152010,138030.2
535152050,218137.8
535152130,135912.3
535152150,166194.4
535152250,144457.9
535153070,142299.1
535154050,139765.5
535175070,160582.9
535175180,123619.9
535179020,161712.9
535180130,111517.1
535302080,123025.7
535302200,123506.6
535304060,121940.3
535304180,119722.2
535325400,106032.6
535327140,106359.7
535350030,145271.3
535350040,128648
535353190,135757.7
535377090,140241.9
535401080,160380.2
535425010,241264.5
535450210,128406.5
535453070,151808.6
535454070,152178.3
535456110,133187.2
535457010,151338
535457090,144108.9
535476350,163741.7
535477020,156014.8
902102100,130116.5
902104060,91564.5
902106130,102743.7
902106140,114146.3
902110090,142015.6
902125080,120489.1
902125160,83330.2
902128170,115455.8
902206040,129189.5
902206130,117108.5
902206220,135922.5
902206240,108448.2
902207130,30633.8
902207140,96708.8
902305110,132506.8
902327040,134136.2
902329030,203313.5
902401060,94039.2
902402010,144838.1
902402130,106469.8
902402250,126031
902403070,139781.8
903204040,135937.5
903206120,171032.1
903225150,84934.3
903226160,103135.1
903227020,127406.6
903227150,131996.3
903228150,133860
903232190,114995.2
903233120,138384.6
903234050,112845.9
903425110,137543.4
903426180,144599.5
903426200,147211.6
903430080,117583.3
903450110,108042.6
903454060,78184.5
903476030,148944.1
904100140,186129.4
904101110,171902.3
904300150,94025.7
904302260,102942
904350045,93790.5
904351040,100176.2
904352190,122118
905101100,92388.9
905101300,137639.6
905101310,130556.1
905102060,134198.1
905103060,136337.7
905104210,124928.4
905105070,138278.7
905105200,134199.3
905106140,150464.3
905106170,127097.3
905107110,160935.3
905107250,160692.8
905107320,158097.9
905109130,287738.3
905109170,251040
905201030,81340.7
905202090,133240.5
905325030,220821.1
905352140,222017.9
905378040,164285.8
905426060,82291
905426200,140305.1
905451320,132030.4
905452110,131437.4
905452160,133205.7
905453040,182970.4
905453080,279262.8
905475510,141893.6
905478190,91139
906201030,183513.1
906201120,246693.9
906204230,242665.1
906223090,236623.2
906225210,148937.7
906378100,251271.8
906380190,196916.3
906385010,198335.5
906385020,190459.9
906402200,305614.4
906425045,139473.5
906477110,149704
907125090,152424.9
907180050,191429.5
907185060,197356.4
907200280,146954
907200290,155901.4
907200340,130295.7
907203070,128239.4
907250030,310715.8
907252120,262555.2
907262050,220961.8
907280040,239622.9
907290040,216149.3
907290170,141161.1
907290240,143984
907401090,238166.2
907410080,211705.7
907414030,191494.7
908102060,81085.5
908102110,106397.6
908102130,105520.7
908102170,143680.6
908102300,71876.1
908103350,127498.2
908152080,117511.1
908203100,95666.4
908208020,144755.7
908225320,124446.7
908226130,83395.6
908275300,142744.2
909100080,131289.1
909100110,126940.5
909101070,70414.8
909176140,132824.7
909176150,114576.4
909177100,119928.2
909250030,110876.5
909250060,173272
909281080,217613.8
909426080,195631.4
909427230,243001.4
909428280,256643.4
909452114,195085.1
909455030,178120.8
909455040,167691.5
909475140,254632.6
910202060,117615.1
910203250,74455.5
910205120,111749.9
911128180,79597.7
911202100,96716.1
911204090,78608.7
911204100,64436.2
911370510,256352.3
914467040,252600.2
914475090,179814.7
914476520,208287.2
914478045,146128.7
914478110,166755.5
916125360,166293.5
916386010,220047.8
916386020,184112.6
916386060,172606
916386090,273657.2
916455170,213931.7
916475110,208124
921128020,367109.8
923201020,151760.9
923202105,180041.4
923204150,136266.5
923205015,172013.7
923225300,89128.4
923225390,119380.5
923225440,93033.6
923226250,89110.1
923226320,78329.7
923228270,86929.8
923228370,85095.3
923230190,127873.3
923251080,149837.4
923276030,144346.7
923276250,177875.1
923426070,136202.5
924100050,145515.8
924151040,271851.4
924152030,225922.9
526302110,122298.1
526351100,160479.3
526355080,316683.7
527105070,187966.7
527105130,268152.1
527107130,177363.9
527108070,367329.6
527110020,169167
527127100,320903.8
527131030,268750.7
527132090,198151.3
527146010,236743.8
527161040,176672.2
527162110,186013.4
527162120,190817.6
527163040,178277.2
527163070,180526.6
527163130,180602.3
527164020,165796.5
527164060,177620.6
527164090,171419.5
527165130,171680.6
527166010,232279.4
527180100,178534
527182110,190609.9
527214050,474939.3
527254020,367806.3
527258020,253538.8
527276160,184209
527301320,231132.6
527302175,180653.5
527326040,121774.7
527326150,218525.3
527352150,171457.2
527353020,179097.8
527353060,239714.3
527354100,188459.8
527354200,181928.5
527355150,276581
527356040,165304.5
527359050,155620.2
527359180,182644
527364030,237459.1
527365030,215620.4
527366030,224737.9
527368010,231824.5
527375100,199337.7
527375180,159689.6
527375210,158557
527376100,161451.7
527378140,175298
527401160,133907.6
527402220,135518.9
527403040,138902.3
527404020,139117.9
527404030,137389.8
527405130,119730.9
527405160,120346.8
527405180,122811.1
527425060,108399.7
527425110,126290.8
527450280,101646.5
527451110,125729.9
527451320,111383.9
527451540,98313.2
527451640,111996
527451650,118239.7
527452060,138689.5
527453050,147663.3
527453060,147761
527453140,130839.7
527454050,141855.6
527454130,146541.6
527455050,148080
527455060,148039.1
527455080,156293.8
527455090,126780.2
527455240,109151.3
527455280,151096
528102040,338686.4
528102140,462491.7
528104070,483748.9
528106020,505084.5
528106070,298301.6
528108010,261731.2
528108020,303687.2
528108040,350709.3
528108070,330168.2
528108130,394815.2
528108140,384025.7
528110010,440250.4
528110020,551946.6
528110090,516258.1
528112040,316568.8
528116010,308875.8
528118060,360248.7
528120020,273148.5
528120030,332739.9
528120160,289682.6
528120170,294007.7
528138010,333646.3
528142040,328331.5
528142090,292975.3
528142130,281301.3
528142150,266415.1
528144020,229195.3
528166060,426239.6
528166090,449292.3
528168030,289423.7
528172060,255032.4
528174050,208278.7
528174060,200162.8
528174070,201354
528175050,215390.1
528175060,218922.1
528176030,526040.8
528178010,391348.3
528180120,318614.3
528180130,245706
528186010,316245.1
528186180,218001.8
528188020,180512.7
528188060,166933.7
528218090,179414.4
528220040,176612.8
528221060,179374.5
528221070,178961.6
528228290,229997.9
528228295,237491.6
528228435,199097.3
528228450,201510.6
528228455,177110.5
528228460,164929.3
528235010,184810.2
528235090,233418.1
528235200,172254.1
528240030,191329.4
528240060,185759.8
528240150,194264.3
528250020,188713.6
528250040,178597.5
528253010,217488.2
528275070,235789.2
528275160,266251.1
528280230,235955.8
528290030,170149.5
528290120,191973.6
528290180,187371
528290190,163062.9
528292030,259006.9
528292040,183646.3
528292070,224040
528294050,168092.3
528315090,331882.6
528321010,382006.1
528327070,326162.9
528344040,337833.1
528344100,330878.8
528354050,308649.8
528363050,322300.9
528365070,279703.4
528385050,250728.8
528387030,263766.9
528390100,378356.7
528390210,238460.4
528427020,241390.6
528431020,269398.6
528431070,255166.5
528435030,258938
528435050,283866.2
528439060,241493.7
528441020,250746.2
528441090,433608.8
528456180,237908.5
528456220,206285.6
528456240,204520.9
528458020,222531.3
528458040,209255.6
528458060,210232
528458140,244532.9
528458160,344580.9
528458180,219673.4
528477050,311698.3
528477070,276955.5
528480040,255252.5
528480130,199287
528480170,254843.7
528482040,283619.4
528482130,248472.2
528488100,184885.4
528490040,231483.1
528490070,206088.1
531363010,163551.7
531363030,154998.6
531363050,143500.1
531369010,195130.7
531369020,220739.8
531371050,182141.4
531375040,156593.5
531375090,142928.3
531375130,156744.9
531376090,223088.3
531379050,225090.6
531382070,259689.4
531385020,196073.5
531450120,188963.6
531452010,131235.4
531452070,158972.4
531452260,181640.6
531453100,162118.1
531475220,168601.4
531477020,85909.1
531479020,75801.6
532353020,118634.2
532353130,135549.7
532354160,135269.3
532354230,122897.4
532376070,128877.5
532376110,131680.7
532377130,133964.8
532378120,86617
532378180,121901.2
532478020,278714.5
533135020,228690.8
533206020,281714.9
533210010,159491.2
533210020,159407.5
533213010,236075.1
533213020,202838.9
533213040,173193.2
533221040,177438.2
533223030,165236.6
533236050,182958.2
533252040,293522.4
533253070,191698.3
533254050,200576
533254110,191439.6
533352150,175469
534125080,155830.5
534127130,161256.1
534127170,171195.3
534128010,200137.5
534128020,198443.9
534128100,160819.7
534128190,239084.3
534129080,183600.7
534129370,164111.3
534129380,123151.5
534151120,225187.4
534152120,165576.8
534175080,249198
534177230,197349.8
534200030,124882.5
534202170,145143.9
534226120,121211.9
534250400,175298.9
534251030,172091.3
534252240,160782.1
534275060,133044.3
534275100,118283.7
534276040,120341.7
534277090,144635.1
534278070,169983.2
534278230,144210
534400050,162850.3
534400290,156654.6
534402060,146601.5
534402140,155076.9
534402170,181157.6
534403370,160465.1
534426110,129166.2
534429150,169889.5
534431130,122141.6
534450150,78394.3
534451110,115789.4
534475185,160682.4
534475250,170134.7
534476150,165636.7
534476320,127300.4
534477110,140742.4
534478230,146916.3
